Article_ID,Date,Source,Title,Content_Snippet,Entity_Mentioned,Sector,Sentiment_Score,Sentiment_Label,Language
97b4309e-dd53-496b-a2d8-c52a0f34639c,2023-08-03,Gulf News,.ﺭﺎﻤﺜﺘﺳﺍ ﻕﻮﺳ ﺔﻛﺮﺷ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ,.ﺩﺎﺼﺘﻗﺍ ﺭﺎﻤﺜﺘﺳﺍ ﻉﺎﻄﻗ ﺕﺍﺭﺎﻘﻋ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﻮﻤﻧ ﻕﻮﺳ,Masdar,Energy,0.29,Neutral,Arabic
fcda76a6-2f00-479e-8732-4844ba38dbf8,2020-02-07,The National,Business Bay emerges as new hotspot for villa investments,internal reports show that investment has stabilized by 48% compared to last year.,Emaar,Real Estate,0.18,Neutral,English
e59dab4d-9a59-4108-9a6f-ef7b14f1955d,2022-02-26,Khaleej Times,New policy to impact Real Estate sector,"In a recent interview, CEO stated that Dubai South will invest in R&D in the coming months.",Dubai South,Real Estate,0.48,Positive,English
e453b380-f3a2-43c2-9bf9-1a65fa0af02f,2023-10-08,Facebook News Pages,New AI initiative launched by Souq.com,internal reports show that growth has increased by 1% compared to last year.,Souq.com,Tech,0.58,Positive,English
cc2ab988-4d6c-4057-b697-f4aee8b33877,2022-08-04,Dubai Media Office,.ﺩﺎﺼﺘﻗﺍ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻴﻟﺎﻣ ﺭﺎﻤﺜﺘﺳﺍ ﻮﻤﻧ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ ﺭﻮﻄﺗ ﺕﺍﺭﺎﻘﻋ,.ﺩﺎﺼﺘﻗﺍ ﻕﻮﺳ ﺕﺍﺭﺎﻘﻋ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺔﺣﺎﻴﺳ ﺔﻛﺮﺷ,Nakheel,Real Estate,0.31,Neutral,Arabic
e0350ab5-9327-4095-8002-2f71c2dfbc4b,2020-06-08,Arab News,Dubai Finance sector sees drop in profit,"According to industry experts, the finance sector is experiencing market correction due to technological advancements.",Mashreq Bank,Finance,0.05,Neutral,English
e667a809-82f2-49b3-8cfd-719d7cc6f31d,2021-10-16,The National,.ﻲﺑﺩ ﻉﻭﺮﺸﻣ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ ﺭﻮﻄﺗ ﺔﻛﺮﺷ ﻕﻮﺳ,.ﺭﻮﻄﺗ ﺩﺎﺼﺘﻗﺍ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻛﺮﺷ ﻉﺎﻄﻗ ﻕﻮﺳ ﻲﺑﺩ ﻉﻭﺮﺸﻣ ﻮﻤﻧ,Masdar,Energy,0.59,Positive,Arabic
d7622c48-8218-4d79-88f7-39973222bd3f,2023-12-20,Emirates 24/7,New shopping complex opens in Business Bay,"In a recent interview, Spokesperson stated that Dubai Tourism will review policies in the coming months.",Dubai Tourism,Tourism,0.56,Positive,English
9500d0df-39a4-4365-a673-ca8e41ad506d,2023-07-14,Khaleej Times,.ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺕﺍﺭﺎﻘﻋ ﺔﻛﺮﺷ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻴﻟﺎﻣ ﺔﻗﺎﻃ ﺭﺎﻤﺜﺘﺳﺍ ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ,.ﺭﻮﻄﺗ ﺔﻛﺮﺷ ﻉﺎﻄﻗ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﻲﺑﺩ ﻕﻮﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺩﺎﺼﺘﻗﺍ,DEWA,Energy,0.25,Neutral,Arabic
ca88c570-08ab-4775-8833-6c6decd8a9f4,2020-11-05,WAM (UAE News Agency),Dubai South announces new residential project in Dubai Marina,industry reports show that prices has stabilized by 44% compared to last year.,Dubai South,Real Estate,0.42,Positive,English
71f31c3d-92a6-4184-b774-4a2a13fe2583,2023-03-17,Arab News,.ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺔﻗﺎﻃ ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ ﻉﺎﻄﻗ ﻲﺑﺩ ﺭﺎﻤﺜﺘﺳﺍ ﺔﻴﻟﺎﻣ,.ﺩﺎﺼﺘﻗﺍ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻉﺎﻄﻗ,Dubai Islamic Bank,Finance,0.25,Neutral,Arabic
e766bf28-66d5-46c5-ae98-dd63088d7d52,2024-04-24,Arabian Business,DP World reports significant decline in Q1 results,DP World has announced an innovative solution in its latest move to enhance services.,DP World,Real Estate,0.37,Positive,English
995298d9-0ca0-4fba-9d54-3ff1c7759e8f,2022-10-19,Twitter Threads,New directive to impact Real Estate sector,"According to industry experts, the real estate sector is experiencing unprecedented demand due to global trends.",Nakheel,Real Estate,0.43,Positive,English
c299cceb-d666-42fd-b4ad-a2a1da533204,2020-05-27,Gulf News,BitOasis (Crypto) reports record results in annual results,"In a recent interview, Spokesperson stated that BitOasis (Crypto) will expand operations in the coming months.",BitOasis (Crypto),Finance,0.17,Neutral,English
8d732cf1-bd93-462f-9ea3-ce4ae770b5e6,2022-06-27,Khaleej Times,market conditions drives growth to tourism sector,third-party reports show that demand has decreased by 49% compared to last year.,Expo 2020,Tourism,0.57,Positive,English
599f5856-1ef6-43a3-b59c-e669fa76a39f,2022-08-14,Arabian Business,New regulation to impact Real Estate sector,Emaar has announced an innovative solution in its latest move to enhance services.,Emaar,Real Estate,0.33,Neutral,English
fdc130a3-c57f-4373-b031-9b16dfb26f03,2024-01-08,Gulf News,.ﺕﺍﺭﺎﻣﻻﺍ ﺔﻛﺮﺷ ﺩﺎﺼﺘﻗﺍ ﻮﻤﻧ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻴﻟﺎﻣ ﺭﻮﻄﺗ,.ﺕﺍﺭﺎﻣﻻﺍ ﻕﻮﺳ ﻉﻭﺮﺸﻣ ﺭﻮﻄﺗ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ,TAQA,Energy,0.47,Positive,Arabic
33bdb3bd-f42a-40d0-9b1b-cb8a208e8277,2021-02-28,Zawya,Masdar signs MoU with government for innovation hub,Masdar has announced record profits in its latest move to boost growth.,Masdar,Energy,0.48,Positive,English
e4f7fa5b-9cee-4957-96b0-edf43239d41e,2024-10-04,Emirates 24/7,Souq.com raises $482 in Series C funding,"According to industry experts, the tech sector is experiencing market correction due to government policies.",Souq.com,Tech,0.69,Positive,English
ebacd92f-ed8d-44ec-aba7-dbcc93e8575a,2023-12-28,Arab News,Dubai penthouse prices drop by 8%,Emaar has announced new regulations in its latest move to improve sustainability.,Emaar,Real Estate,0.39,Positive,English
278e5368-45d5-4707-8d5b-8ff6025fe55b,2020-06-22,Emirates 24/7,Dubai Tech sector grows by 21%,"In a recent interview, CEO stated that Souq.com will invest in R&D in the coming months.",Souq.com,Tech,0.13,Neutral,English
962a7d13-5c7a-4602-9b1a-f525ecd46956,2025-04-11,The National,DP World reports steady performance in Q1 results,DP World has announced an innovative solution in its latest move to regulate the market.,DP World,Real Estate,0.16,Neutral,English
8a4d86f8-5384-4965-9adb-e1fcfdfe24ef,2024-12-14,Dubai Media Office,Dubai South reports record results in Q1 results,The law introduced by Dubai Government is expected to transform the real estate sector.,Dubai South,Real Estate,0.4,Positive,English
4dbda7cd-9ef2-4c37-9a2f-673a3ba9f395,2020-08-15,Emirates 24/7,New directive to impact Real Estate sector,The framework introduced by UAE Central Bank is expected to regulate the real estate sector.,Emaar,Real Estate,0.28,Neutral,English
381b07e5-2db2-4f87-9c3c-d6a9b63af156,2023-02-05,Zawya,Business Bay emerges as new hotspot for villa investments,"According to industry experts, the real estate sector is experiencing strong performance due to consumer demand.",,,0.11,Neutral,English
63dcc835-0159-4c13-80ce-c8a2e377f63b,2023-01-08,Gulf News,Dubai ranked top in global tourism index,"According to industry experts, the tourism sector is experiencing unprecedented demand due to government policies.",Expo 2020,Tourism,0.32,Neutral,English
ff2ac5fb-675d-44d1-86db-df0a6bd4f5fb,2021-12-01,Arabian Business,.ﺕﺍﺭﺎﻣﻻﺍ ﺭﺎﻤﺜﺘﺳﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻲﺑﺩ ﺕﺍﺭﺎﻘﻋ ﺭﻮﻄﺗ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﺔﺣﺎﻴﺳ,.ﺕﺍﺭﺎﻘﻋ ﻉﺎﻄﻗ ﺭﻮﻄﺗ ﺔﻴﻟﺎﻣ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ,Nakheel,Real Estate,0.48,Positive,Arabic
ee934795-ce83-449e-b828-d4309774df35,2025-12-22,Emirates 24/7,Dubai South announces new commercial project in Dubai Hills,third-party reports show that growth has decreased by 33% compared to last year.,Dubai South,Real Estate,0.11,Neutral,English
21a5feed-dabe-4cab-8541-e716e0084108,2021-06-20,Dubai Chronicle,Souq.com raises $228 in Series A funding,"In a recent interview, Analyst stated that Souq.com will hire more staff in the coming months.",Souq.com,Tech,0.47,Positive,English
e700de59-f5f7-46e9-b8fb-936ab14a20fb,2025-11-04,Gulf News,DP World announces new residential project in Palm Jumeirah,internal reports show that prices has increased by 16% compared to last year.,DP World,Real Estate,0.17,Neutral,English
f2fef702-35ec-406f-835c-42f6222b31d2,2024-04-22,Arabian Business,Dubai ranked leading in global tourism index,Jumeirah Group has announced record profits in its latest move to expand market share.,Jumeirah Group,Tourism,1.0,Positive,English
d5893fa8-7140-429b-978f-79ccb5dd52b9,2024-01-02,Bloomberg MENA,Dubai apartment prices drop by 26%,Dubai South has announced new regulations in its latest move to regulate the market.,Dubai South,Real Estate,0.49,Positive,English
06203a8f-e99d-438e-a50b-44870ec9a546,2023-04-30,Zawya,DEWA signs MoU with local startup for smart city,The regulation introduced by Dubai Government is expected to regulate the energy sector.,DEWA,Energy,0.58,Positive,English
e9cd0533-f5e1-46b9-8f4d-ad75a86098be,2024-12-19,Khaleej Times,.ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ,.ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ ﻉﻭﺮﺸﻣ ﻕﻮﺳ ﻉﺎﻄﻗ,Dubai Islamic Bank,Finance,0.44,Positive,Arabic
d0adbe21-2438-4f06-8d37-d5e384d0c149,2022-11-04,Zawya,.ﺩﺎﺼﺘﻗﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺕﺍﺭﺎﻘﻋ ﻮﻤﻧ ﺭﺎﻤﺜﺘﺳﺍ ﺔﺣﺎﻴﺳ ﺔﻛﺮﺷ ﺔﻗﺎﻃ,.ﻮﻤﻧ ﺩﺎﺼﺘﻗﺍ ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻛﺮﺷ,Dubai South,Real Estate,0.21,Neutral,Arabic
71eb30aa-604e-4305-a2f5-894966f2f92e,2020-04-14,Dubai Chronicle,New directive to impact Real Estate sector,internal reports show that growth has stabilized by 21% compared to last year.,DP World,Real Estate,0.2,Neutral,English
7e4279c9-3432-4da9-abc1-65e6cbce0e8f,2020-06-25,Emirates 24/7,Careem raises $474 in Series A funding,The regulation introduced by Federal Authority is expected to regulate the tech sector.,Careem,Tech,0.17,Neutral,English
2e96a89c-35c9-4d8f-b091-966b956b2c25,2021-09-03,Dubai Chronicle,.ﺕﺍﺭﺎﻘﻋ ﻉﺎﻄﻗ ﻲﺑﺩ ﺔﻴﻟﺎﻣ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ,.ﺔﺣﺎﻴﺳ ﺭﻮﻄﺗ ﻕﻮﺳ ﺩﺎﺼﺘﻗﺍ ﺔﻛﺮﺷ ﻉﺎﻄﻗ,Masdar,Energy,0.29,Neutral,Arabic
91cf9c27-6041-4627-917d-f0e62b25afa0,2025-07-24,Gulf News,DP World announces new mega project in Downtown Dubai,The framework introduced by UAE Central Bank is expected to regulate the real estate sector.,DP World,Real Estate,0.34,Positive,English
40579bd1-1d24-48bd-bd39-df442e27ae26,2021-12-01,Khaleej Times,Souq.com raises $430 in Series C funding,government reports show that growth has stabilized by 25% compared to last year.,Souq.com,Tech,1.0,Positive,English
d00c65c5-10ea-4281-8112-837c35c5a936,2020-07-03,Khaleej Times,global trends drives decline to tourism sector,Dubai Tourism has announced an innovative solution in its latest move to expand market share.,Dubai Tourism,Tourism,0.72,Positive,English
34f30085-65bd-4f50-9f49-ddcb8d503ba6,2022-08-23,Emirates 24/7,Mashreq Bank launches new service for investors,Mashreq Bank has announced a major expansion in its latest move to regulate the market.,Mashreq Bank,Finance,0.38,Positive,English
39443e38-c14b-4d6c-98e7-65a360d1d6e7,2022-03-03,Khaleej Times,New policy to impact Real Estate sector,Emaar has announced record profits in its latest move to improve sustainability.,Emaar,Real Estate,0.22,Neutral,English
ae1410c1-07eb-4a86-950d-9b45199cd0cb,2020-12-04,Arabian Business,Dubai South reports steady performance in Q2 results,"In a recent interview, Minister stated that Dubai South will review policies in the coming months.",Dubai South,Real Estate,0.13,Neutral,English
90368799-2155-4094-b9de-c24e3f66b628,2024-06-19,Dubai Chronicle,Dubai South reports steady performance in Q1 results,"According to industry experts, the real estate sector is experiencing unprecedented demand due to technological advancements.",Dubai South,Real Estate,0.95,Positive,English
2c4ba906-d529-41d9-beb3-589bfcb95010,2021-09-16,Gulf News,policy changes drives decline to tourism sector,"In a recent interview, Minister stated that Dubai Tourism will review policies in the coming months.",Dubai Tourism,Tourism,0.62,Positive,English
14115a00-4721-4004-b068-7b4ced35e4aa,2023-12-10,Arab News,Dubai ranked leading in global tourism index,The framework introduced by Dubai Government is expected to boost the tourism sector.,,,0.77,Positive,English
de421204-3205-4fd1-bb52-8a44465fc403,2021-12-31,The National,.ﺔﻗﺎﻃ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻕﻮﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ,.ﻮﻤﻧ ﺕﺍﺭﺎﻣﻻﺍ ﺭﻮﻄﺗ ﺔﺣﺎﻴﺳ ﺔﻗﺎﻃ ﺔﻛﺮﺷ,Nakheel,Real Estate,0.85,Positive,Arabic
7b9b7aba-c880-467b-88d3-db5fefc5499f,2021-04-01,WAM (UAE News Agency),Masdar reports mixed results in revenue,Masdar has announced a major expansion in its latest move to expand market share.,Masdar,Energy,0.27,Neutral,English
7169a572-09fe-4945-8c2f-a2d755cfdc92,2025-10-02,Khaleej Times,AI Ministry partners with international firm for digital transformation,The regulation introduced by UAE Central Bank is expected to modernize the tech sector.,AI Ministry,Tech,0.65,Positive,English
05923000-424c-4f2f-b99f-804e59ff0c69,2023-04-03,WAM (UAE News Agency),Dubai announces new solar initiative,government reports show that demand has stabilized by 30% compared to last year.,DEWA,Energy,0.35,Positive,English
5f87d463-7a60-4b18-a429-4c7c4b3d52f0,2024-11-04,Emirates 24/7,.ﺔﻗﺎﻃ ﻕﻮﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ,.ﺕﺍﺭﺎﻘﻋ ﺔﻴﻟﺎﻣ ﻉﺎﻄﻗ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺭﻮﻄﺗ ﺭﺎﻤﺜﺘﺳﺍ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺔﻛﺮﺷ ﺔﻗﺎﻃ,Dubai South,Real Estate,0.16,Neutral,Arabic
595dd21b-27b6-48f4-96de-124e272ab9bd,2024-07-31,Arabian Business,Energy sector to invest $36 in smart city,The framework introduced by Federal Authority is expected to boost the energy sector.,DEWA,Energy,0.4,Positive,English
6ddf1811-e282-4eb4-8d02-8c5275b4b03e,2023-12-12,The National,Dubai ranked most improved in global tourism index,"In a recent interview, CEO stated that Expo 2020 will hire more staff in the coming months.",Expo 2020,Tourism,0.61,Positive,English
384c87de-e1ba-4c8d-b71b-43f9da1dd12a,2022-06-04,WAM (UAE News Agency),New AI to reduce water by 14%,internal reports show that investment has stabilized by 15% compared to last year.,DEWA,Energy,0.33,Neutral,English
46add131-f956-4a20-8139-090c5576c4aa,2021-11-30,Bloomberg MENA,.ﻕﻮﺳ ﺔﺣﺎﻴﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺩﺎﺼﺘﻗﺍ ﻮﻤﻧ ﻲﺑﺩ,.ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ ﻕﻮﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻮﻤﻧ,Dubai Islamic Bank,Finance,0.92,Positive,Arabic
fcb1d713-7e63-45a1-bb46-ff448a9cf69b,2023-12-07,Facebook News Pages,.ﻮﻤﻧ ﻕﻮﺳ ﺕﺍﺭﺎﻘﻋ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ,.ﺕﺍﺭﺎﻘﻋ ﺔﻗﺎﻃ ﺕﺍﺭﺎﻣﻻﺍ ﻉﻭﺮﺸﻣ ﻕﻮﺳ ﻲﺑﺩ ﺭﻮﻄﺗ ﺔﻛﺮﺷ ﻉﺎﻄﻗ ﻮﻤﻧ,Emaar,Real Estate,0.16,Neutral,Arabic
57e3abbc-d101-4cae-97e4-0db402f1d1ce,2022-07-13,The National,New law to impact Real Estate sector,Emaar has announced an innovative solution in its latest move to expand market share.,Emaar,Real Estate,0.16,Neutral,English
4dbb3cce-b5b3-42cc-a5fb-7c43136fc069,2024-04-13,Dubai Chronicle,market conditions drives growth to tourism sector,"In a recent interview, Minister stated that Dubai Tourism will expand operations in the coming months.",Dubai Tourism,Tourism,1.0,Positive,English
dca45d44-12a2-4b4b-a418-f7b8582cf763,2020-07-16,Arabian Business,.ﻉﺎﻄﻗ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﻕﻮﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺩﺎﺼﺘﻗﺍ ﺔﻛﺮﺷ,.ﺕﺍﺭﺎﻣﻻﺍ ﻉﻭﺮﺸﻣ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻘﻋ ﺭﺎﻤﺜﺘﺳﺍ ﺔﻴﻟﺎﻣ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ,Expo 2020,Tourism,0.68,Positive,Arabic
ee4186e0-52cc-491f-bd07-6ced9302924f,2020-04-01,Zawya,Rotana announces expansion with 3 new properties,The law introduced by Dubai Government is expected to restrict the tourism sector.,Jumeirah Group,Tourism,0.14,Neutral,English
3efb45a9-52d0-4341-8679-4c28fbca24dc,2024-10-10,Dubai Chronicle,Dubai Finance sector sees surge in output,third-party reports show that supply has stabilized by 27% compared to last year.,BitOasis (Crypto),Finance,0.6,Positive,English
59f4ce7e-31c9-4b7f-b426-8d3ddd7ec19f,2021-12-22,Arabian Business,.ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻣﻻﺍ ﻮﻤﻧ ﺭﺎﻤﺜﺘﺳﺍ ﻕﻮﺳ ﺭﻮﻄﺗ ﺩﺎﺼﺘﻗﺍ ﻉﺎﻄﻗ ﻉﻭﺮﺸﻣ ﻲﺑﺩ,.ﺔﻗﺎﻃ ﺔﻛﺮﺷ ﺭﺎﻤﺜﺘﺳﺍ ﻕﻮﺳ ﺔﺣﺎﻴﺳ ﻉﺎﻄﻗ ﺕﺍﺭﺎﻘﻋ ﻲﺑﺩ,Emaar,Real Estate,0.45,Positive,Arabic
b1161f89-49c3-41e6-a8fc-9f71f6ef336a,2025-07-22,Khaleej Times,G42 raises $231 in seed funding,G42 has announced an innovative solution in its latest move to improve sustainability.,G42,Tech,0.56,Positive,English
6dd7186a-d3a7-4e49-af60-31d002054414,2023-02-16,The National,DIFC launches new platform for SMEs,industry reports show that demand has decreased by 42% compared to last year.,DIFC,Finance,0.19,Neutral,English
af1a3484-1eaf-4498-8e80-3f8778a6b958,2025-05-23,Gulf News,Mashreq Bank launches new app for investors,"In a recent interview, Spokesperson stated that Mashreq Bank will expand operations in the coming months.",Mashreq Bank,Finance,0.69,Positive,English
4d1575bc-6f6d-4b93-84a8-3ba0b19afc08,2023-04-18,LinkedIn Influencers,Dubai Tech sector grows by 3%,"According to industry experts, the tech sector is experiencing market correction due to consumer demand.",AI Ministry,Tech,0.6,Positive,English
e0cbfc3c-f08c-477e-b6a9-64e25081aa78,2022-01-29,The National,.ﺔﺣﺎﻴﺳ ﻕﻮﺳ ﺕﺍﺭﺎﻘﻋ ﺩﺎﺼﺘﻗﺍ ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻴﻟﺎﻣ ﺔﻗﺎﻃ ﻉﺎﻄﻗ,.ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺔﻛﺮﺷ ﻕﻮﺳ ﺔﻗﺎﻃ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻘﻋ ﻉﺎﻄﻗ ﻲﺑﺩ,Nakheel,Real Estate,0.18,Neutral,Arabic
febf1dea-8e50-4d7c-bc4e-735fb520daab,2023-01-18,The National,.ﻮﻤﻧ ﺕﺍﺭﺎﻘﻋ ﻉﻭﺮﺸﻣ ﺭﻮﻄﺗ ﺩﺎﺼﺘﻗﺍ ﻕﻮﺳ ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻗﺎﻃ,.ﺭﻮﻄﺗ ﺔﻛﺮﺷ ﺭﺎﻤﺜﺘﺳﺍ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺕﺍﺭﺎﻣﻻﺍ ﺩﺎﺼﺘﻗﺍ ﻲﺑﺩ ﺔﻗﺎﻃ,Expo 2020,Tourism,0.27,Neutral,Arabic
ae646d59-65e4-4913-85d2-bae187ed44dd,2025-02-18,Gulf News,Dubai South reports steady performance in Q3 results,"In a recent interview, Director stated that Dubai South will review policies in the coming months.",Dubai South,Real Estate,0.46,Positive,English
8b71ee66-fd52-48e4-b947-77a5916adf81,2023-08-08,Gulf News,Dubai welcomes 7 million tourists in 2024,The regulation introduced by UAE Central Bank is expected to restrict the tourism sector.,Dubai Tourism,Tourism,0.63,Positive,English
6af1936d-a6bc-498e-ae89-e45292ad733e,2023-08-24,Khaleej Times,Nakheel reports mixed results in Q2 results,"In a recent interview, Analyst stated that Nakheel will hire more staff in the coming months.",Nakheel,Real Estate,0.48,Positive,English
5970cb62-41cd-4980-ac36-6b3ae6bd3561,2023-06-01,Bloomberg MENA,Emaar announces new mixed-use project in Downtown Dubai,third-party reports show that demand has stabilized by 16% compared to last year.,Emaar,Real Estate,0.45,Positive,English
2b8cfcd0-a95b-464f-88d4-61d2b6d92b7f,2021-10-01,Khaleej Times,.ﻉﺎﻄﻗ ﺭﻮﻄﺗ ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ ﻮﻤﻧ ﺔﻛﺮﺷ ﺕﺍﺭﺎﻘﻋ ﺩﺎﺼﺘﻗﺍ ﺭﺎﻤﺜﺘﺳﺍ ﻉﻭﺮﺸﻣ,.ﺔﻴﻟﺎﻣ ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ,Dubai South,Real Estate,0.56,Positive,Arabic
7d03fd63-1d68-4144-9012-276f685283cf,2022-08-03,LinkedIn Influencers,Jumeirah announces expansion with 16 new properties,Jumeirah Group has announced a strategic partnership in its latest move to expand market share.,,Tourism,0.51,Positive,English
244caf68-ae2a-4d23-883a-1c6b8a1caf5e,2021-03-30,Emirates 24/7,Dubai announces new clean initiative,third-party reports show that demand has increased by 17% compared to last year.,DEWA,Energy,0.43,Positive,English
fe30f59b-096f-4ae3-96ca-8858381389bb,2021-06-24,Arab News,Nakheel reports significant decline in Q4 results,government reports show that demand has decreased by 23% compared to last year.,Nakheel,Real Estate,0.23,Neutral,English
9f9ab8e8-1b41-400f-8115-6af5262826fb,2021-10-22,Emirates 24/7,.ﺔﻴﻟﺎﻣ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻲﺑﺩ ﻉﺎﻄﻗ ﺭﻮﻄﺗ ﻮﻤﻧ ﺔﺣﺎﻴﺳ ﻉﻭﺮﺸﻣ,.ﺔﺣﺎﻴﺳ ﺭﻮﻄﺗ ﻮﻤﻧ ﻉﻭﺮﺸﻣ ﻲﺑﺩ ﻉﺎﻄﻗ ﺔﻗﺎﻃ ﺩﺎﺼﺘﻗﺍ ﺔﻴﻟﺎﻣ ﺔﻛﺮﺷ,Nakheel,Real Estate,0.71,Positive,Arabic
6d3d08c3-b6c9-46bc-ac09-5bb76045dd70,2021-01-03,The National,Dubai announces new solar initiative,third-party reports show that supply has increased by 5% compared to last year.,TAQA,Energy,0.5,Positive,English
85163b3f-0baf-4df2-883e-39ce06f64513,2025-06-01,WAM (UAE News Agency),Dubai welcomes 16 million tourists in 2025,Expo 2020 has announced record profits in its latest move to improve sustainability.,Expo 2020,Tourism,0.86,Positive,English
4991dc72-f70b-4d06-84f5-fd02b7502457,2022-09-29,LinkedIn Influencers,New blockchain initiative launched by Souq.com,"In a recent interview, Spokesperson stated that Souq.com will review policies in the coming months.",Souq.com,Tech,0.63,Positive,English
1ad42625-d250-42fa-9912-2e312da61e9e,2020-03-12,Khaleej Times,New regulation to impact Real Estate sector,"According to industry experts, the real estate sector is experiencing strong performance due to government policies.",Nakheel,Real Estate,0.48,Positive,English
016fc046-db8f-4029-a79d-715252e1693a,2020-06-14,Emirates 24/7,.ﺔﻛﺮﺷ ﺔﻗﺎﻃ ﺔﻴﻟﺎﻣ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺭﻮﻄﺗ ﻕﻮﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻲﺑﺩ,.ﺕﺍﺭﺎﻣﻻﺍ ﻕﻮﺳ ﺔﻗﺎﻃ ﺔﻴﻟﺎﻣ ﺭﻮﻄﺗ ﻲﺑﺩ ﺭﺎﻤﺜﺘﺳﺍ ﺔﺣﺎﻴﺳ ﻉﻭﺮﺸﻣ,Masdar,Energy,0.02,Neutral,Arabic
a83764ce-6214-4c68-a6ef-935d2f7e4d89,2021-11-07,WAM (UAE News Agency),Dubai announces new solar initiative,TAQA has announced a major expansion in its latest move to improve sustainability.,TAQA,Energy,0.95,Positive,English
5ecb2403-c550-4611-af97-1fdee35ec39c,2023-02-25,Khaleej Times,New cloud initiative launched by AI Ministry,third-party reports show that demand has decreased by 14% compared to last year.,AI Ministry,Tech,0.24,Neutral,English
